review	tagging
Will not activate 	0
Will never. do anymore business with this seller..its been ten days and still have not  received the iPhone 6plus that I purchased...still getting the run around about tracking information just feel like this were a bogus deal......	0
Will never buy from again.	0
Will it still have a password on it if i buy it...	1
Will do business again 	1
Will do business again	1
Will buy from this seller again	1
will be buying again from this seller 	1
Wifi and bluetooth last about  2 hours then shut off and stops working very disappointed  with this phone and the accelerometer  is broken also	0
Wife really likes this phone.  Sliding dialer pad seperate from the qwerty pad make dialing a breeze for her!  Functionality is great.  Ease of use is perfect for her!  Great phone!!!	1
wife just loves it.	1
Why you didnt post that battery wont be included	0
"why would i go look at a phone and see it for $203 dollars then you try to scam people into a warrenty for 44 dollars . if you dont get that   , they reject  you "	0
"Why pay for this small screen Blackberry, when I can get a free Obama phone? In other words, they look identical. Worst of all though, Blackberry Z10 has no home screen. Blackberry could sell this little phone in Mississippi as a CB for truckers.   "	0
why I see a picture of S9 but information about phone is different.. and seller never has respond on my question..(bad communication with customers)	0
Why doesn't this device have any iCloud??	0
Why does it say 64gb at the top but when you read the description it says 16gb?? 	0
Why buy insurance?  You can not get this great phone anymore. What a shame. They do not make them like they use to.  They just do not make them. I got this phone as a backup in case the one I have got lost ... cause it will not  break. What I have saved on not buying insurance these past 3 years have paid for this backup phone x10 over. Does  everything I need a phone to  do then some. Why by milk (extra battery) when you can get the whole cow for the same price. I see people where I work have issue after issue get new phone after new phone.  They can not believe I have the same phone after over 3 years. Got it free with 2 year agreement.  You can not go wrong with this one. Get 2 or more they do not make them any more.	1
Why ask 2-3 times what the retail of the iphone is... really	0
WHO WOULD  REDUCE THIS POOR IPHONE TO A MEAR PEASANT BY FLASHING WINDOWS MOBILE O.S. ON THIS ITS UNCIVILIZED AND A TOTAL DISGRACE TO ALL OF HUMANITY AND TO ALL OTHER IPHONES.....	0
Who sells items that aren't in stock?  And it took 2 business days to figure that out? I have to assume it's the same kind of seller that would forget to ship purchases.  At least I did get a refund with the sorry we're an unorganized mess message!	0
Who do you think is gonna pay that much?? 	0
"While the seller was wonderful, the phone is awful.    I bought it because the features it had.    It locks up &amp; needs to be re-booted often, the screen is poorly responsive, reception is spotty at best (I live near the dang tower)    The camera drains the battery nearly instantly, and the phone HEATS up while the camera is on. (could be use as a pocket warmer)    Applications wont fully close &amp; need to be closed via the task manager or the battery drains within a couple hours    The seller sent me a new phone and it is the same as the first, terrible.    I would rather use the old Motorola flip phone than this one."	0
"While the seller offered very speedy delivery and made sure it arrived, the product itself leaves tons to be desired. I have had my phone for a month and i constantly have to reset, and/or remove the battery because its frozen. I removed most of the apps, except pandora and a few others, and still the same thing.  Added memory and moved apps to sd card, same thing.  Ordered another phone today (samsung galaxy note4). Dont waste your time with this phone, or any bootleg version of android. Its not worth it."	0
While the price was right I found this is not the phone i thought it was.... I am hoping that the seller offers a second chance for the other person bidding.... other than that I had called straight talk and found the phone was never activated.... is a verified straight talk phone and is new... it is not the sellers fault.....but rather it is mine for not doing my homework better......	1
"WHILE THE PHONE IS A GOOD PRICE IT IS A REAL PAIN TO GET THE HYBRID SIM CARD ( COUNT ON SPENDING AT LEAST AN HOUR ON THE PHONE WITH SPRINT AND OR HUNG UP ON,I HAD TO MAKES 4 CALLS AND AN HOUR AND HALF TO GET THE CORRECT SIM CARD )FROM SPRINT OR NEXTEL, THE CAR CHARGER FOR THIS PHONE COST MORE THEN THE PHONE AT 34.99 ABD THE SIM CARD FROM SPRINT I=S ANOTHER $37.00 DOLLARS...SO PLEASE ADD THESE AMOUNT TO TO PURCHASE PRICE AND IT TAKES UP TO 2 WEEKS TOP GET THE PHONE UP AND RUNNING THAT INCLUDES TAKING THE PHONE AND THE NEW SIM CARD TO A DEALER TO ACTIVE...THIS WAS MUCH MORE WORK THEN I EXPECTED IN BUYING THIS PHONE AND NOT SURE IT IS WORTH ALL THE TROUBLE TI HAVE A HYBRID WHICH ONLY MEANS IT WILL USE BOTH TOWERS NEXTEL AND SPRINT..I THOUGHT THEY WERE TOGETHER ANYWAY!!!"	0
